ISSN	CategoryName
0362-4803	化学
0734-306X	经济与商业
0195-3613	经济与商业
0261-927X	精神病学与心理学
0022-2151	临床医学
1042-346X	工程学
0022-216X	社会科学总论
0022-2186	经济与商业
0263-323X	社会科学总论
8756-6222	经济与商业
1073-1105	社会科学总论
0022-2194	社会科学总论
0022-2208	社会科学总论
0194-7648	社会科学总论
0047-2530	社会科学总论
0022-2216	社会科学总论
0741-5400	免疫学
0961-0006	社会科学总论
0949-5932	数学
0733-8724	工程学
1129-5767	环境科学与生态学
0022-2267	社会科学总论
0022-2275	生物学与生物化学
0898-2104	生物学与生物化学
1082-6076	化学
1086-296X	社会科学总论
0955-792X	计算机科学
1532-5024	精神病学与心理学
0950-4230	化学
0263-0923	工程学
0022-2291	物理学
0022-2313	物理学
1532-4435	计算机科学
0164-0704	经济与商业
1053-1807	临床医学
1090-7807	化学
0304-8853	物理学
1064-7554	植物学与动物学
0022-2372	植物学与动物学
1083-3021	临床医学
1083-4087	药理学和毒理学
0262-1711	经济与商业
0742-597X	工程学
0742-1222	计算机科学
1056-4926	经济与商业
0022-2380	经济与商业
0149-2063	经济与商业
0161-4754	临床医学
1087-1357	工程学
0278-6125	工程学
0022-2402	植物学与动物学
0948-4280	工程学
0924-7963	植物学与动物学
0194-472X	精神病学与心理学
0022-2437	经济与商业
0022-2429	经济与商业
0022-2445	社会科学总论
1076-5174	化学
1359-1835	社会科学总论
1059-9495	材料科学
0899-1561	工程学
0924-0136	材料科学
0884-2914	材料科学
1005-0302	材料科学
0957-4522	材料科学
0957-4530	材料科学
0022-2461	材料科学
0022-247X	数学
0303-6812	生物学与生物化学
0259-9791	化学
0304-4068	经济与商业
0924-9907	计算机科学
0022-2488	物理学
0022-2496	精神病学与心理学
0022-250X	社会科学总论
1050-0472	工程学
1727-7191	工程学
0899-7764	社会科学总论
1369-6998	经济与商业
0022-2585	植物学与动物学
0306-6800	社会科学总论
0022-2593	临床医学
1438-8871	临床医学
0022-2615	微生物学
0047-2565	植物学与动物学
0969-1413	社会科学总论
0148-5598	临床医学
0146-6615	微生物学
0022-2623	化学
1096-620X	农业科学
0360-5310	社会科学总论
0022-2631	分子生物学与遗传学
0376-7388	化学
0749-596X	精神病学与心理学
0263-4929	地球科学
0167-7012	微生物学
1017-7825	微生物学
1684-1182	免疫学
1225-8873	微生物学
1057-7157	工程学
0265-2048	药理学和毒理学
0960-1317	工程学
0262-821X	地球科学
0022-2720	生物学与生物化学
0832-7823	工程学
1526-9523	临床医学
1062-7391	地球科学
0022-278X	社会科学总论
0022-2801	社会科学总论
1354-571X	社会科学总论
0950-0340	物理学
0022-2828	分子生物学与遗传学
0022-2836	分子生物学与遗传学
1381-1169	化学
1381-1177	化学
1525-1578	临床医学
0952-5041	生物学与生物化学
0022-2844	分子生物学与遗传学
1093-3263	计算机科学
1567-2379	生物学与生物化学
0167-7322	化学
0946-2716	临床医学
1464-1801	微生物学
1610-2940	化学
0895-8696	神经系统学与行为学
0952-3499	生物学与生物化学
0022-2852	化学
0022-2860	化学
0260-1230	植物学与动物学
0304-3932	经济与商业
0022-2879	经济与商业
0305-7240	社会科学总论
0362-2525	生物学与生物化学
0022-2895	精神病学与心理学
0883-8534	精神病学与心理学
0143-4632	社会科学总论
1542-3980	计算机科学
0047-259X	数学
0142-4319	分子生物学与遗传学
1108-7161	神经系统学与行为学
1058-2452	临床医学
0022-2917	社会科学总论
1477-3155	生物学与生物化学
1388-0764	材料科学
1533-4880	材料科学
0022-2933	环境科学与生态学
0163-3864	药理学和毒理学
0373-4633	工程学
0967-0335	化学
0022-300X	植物学与动物学
1121-8428	临床医学
0022-3018	精神病学与心理学
1084-8045	计算机科学
0300-9564	神经系统学与行为学
0167-594X	神经系统学与行为学
1070-8022	神经系统学与行为学
0022-3042	神经系统学与行为学
0953-8194	神经系统学与行为学
0167-7063	神经系统学与行为学
1051-2284	神经系统学与行为学
0165-5728	神经系统学与行为学
0911-6044	神经系统学与行为学
0022-3050	临床医学
0340-5354	神经系统学与行为学
0022-3069	神经系统学与行为学
0022-3077	神经系统学与行为学
0895-0172	神经系统学与行为学
0150-9861	神经系统学与行为学
0165-0270	神经系统学与行为学
0888-0395	临床医学
0360-4012	神经系统学与行为学
0270-6474	神经系统学与行为学
1547-5654	临床医学
0022-3085	临床医学
0898-4921	临床医学
0897-7151	神经系统学与行为学
1355-0284	神经系统学与行为学
1480-2422	材料科学
0929-8215	计算机科学
1345-4676	临床医学
0022-3093	物理学
0340-0204	物理学
0377-0257	工程学
0195-9298	材料科学
1402-9251	物理学
0218-8635	物理学
0938-8974	数学
1048-5252	数学
0191-5886	精神病学与心理学
1071-3581	临床医学
0022-3115	工程学
0161-5505	临床医学
0022-3131	工程学
0022-314X	数学
0002-0443	临床医学
1057-3631	临床医学
0148-4834	临床医学
1527-6546	临床医学
1499-4046	农业科学
0955-2863	生物学与生物化学
0301-4800	农业科学
0022-3166	农业科学
1341-8076	临床医学
0144-3615	临床医学
1545-9624	社会科学总论
1076-2752	社会科学总论
0963-1798	精神病学与心理学
1341-9145	社会科学总论
1053-0487	社会科学总论
0916-8370	地球科学
1080-7683	药理学和毒理学
0892-7219	工程学
0272-6963	经济与商业
0379-4024	数学
1070-9762	工程学
0022-3239	工程学
1454-4164	材料科学
0278-2391	临床医学
0904-2512	临床医学
0305-182X	临床医学
0022-3263	化学
0160-8061	经济与商业
0894-3796	精神病学与心理学
0953-4814	经济与商业
1091-9392	计算机科学
0022-328X	化学
0021-8375	植物学与动物学
0190-6011	临床医学
0736-0266	临床医学
0949-2658	临床医学
0890-5339	临床医学
1034-4810	临床医学
0885-3924	神经系统学与行为学
1526-5900	神经系统学与行为学
0921-2728	环境科学与生态学
0022-3360	地球科学
0377-919X	社会科学总论
0825-8597	社会科学总论
1096-6218	临床医学
0743-7315	计算机科学
0022-3395	微生物学
0148-6071	临床医学
0022-3417	临床医学
0022-3433	社会科学总论
0306-6150	社会科学总论
0334-018X	临床医学
0277-2116	临床医学
1077-4114	临床医学
0191-3913	临床医学
1060-152X	临床医学
0271-6798	临床医学
0146-8693	精神病学与心理学
0022-3468	临床医学
0022-3476	临床医学
1075-2617	生物学与生物化学
0887-3828	工程学
0893-2190	临床医学
0300-5577	临床医学
0022-3484	临床医学
0022-3492	临床医学
0022-3514	精神病学与心理学
0022-3891	精神病学与心理学
0885-579X	精神病学与心理学
0022-3506	精神病学与心理学
1612-4758	植物学与动物学
1348-589X	植物学与动物学
0141-6421	地球科学
0920-4105	地球科学
0022-3530	地球科学
0731-7085	药理学和毒理学
0022-3549	药理学和毒理学
1567-567X	药理学和毒理学
1056-8719	药理学和毒理学
1347-8613	药理学和毒理学
0022-3565	药理学和毒理学
1482-1826	药理学和毒理学
0022-3573	药理学和毒理学
1547-7037	物理学
0309-8249	社会科学总论
0095-4470	社会科学总论
1010-6030	化学
1011-1344	生物学与生物化学
1389-5567	化学
0914-9244	化学
0022-3646	植物学与动物学
0047-2689	物理学
1089-5639	化学
1520-6106	化学
0022-3670	地球科学
0894-3230	化学
0022-3697	物理学
0953-4075	物理学
0022-3727	物理学
0954-3899	物理学
0953-8984	物理学
1138-7548	生物学与生物化学
0867-5910	生物学与生物化学
0022-3751	生物学与生物化学
0928-4257	神经系统学与行为学
0931-1785	植物学与动物学
0920-9034	社会科学总论
0742-3098	生物学与生物化学
0142-7873	植物学与动物学
0739-456X	社会科学总论
0885-4122	社会科学总论
0971-7811	植物学与动物学
1226-9239	植物学与动物学
0721-7595	植物学与动物学
1436-8730	农业科学
0190-4167	植物学与动物学
1125-4653	植物学与动物学
0176-1617	植物学与动物学
0918-9440	植物学与动物学
0022-3778	物理学
8756-0879	材料科学
0276-8739	社会科学总论
0161-8938	经济与商业
0022-3808	经济与商业
0963-8016	社会科学总论
0022-3816	社会科学总论
0334-6447	化学
0973-8622	化学
1022-9760	化学
0887-624X	化学
0887-6266	化学
1566-2543	化学
0022-3840	社会科学总论
0933-1433	经济与商业
1380-2224	材料科学
1091-028X	工程学
1088-4246	化学
0095-4918	经济与商业
1098-3007	精神病学与心理学
0160-3477	经济与商业
1346-7395	农业科学
0378-7753	工程学
0378-2166	社会科学总论
0094-9930	工程学
0959-1524	工程学
0737-6782	经济与商业
0895-562X	经济与商业
1052-3928	工程学
8755-7223	临床医学
0748-4658	工程学
0022-3913	临床医学
1535-3893	生物学与生物化学
0022-3956	精神病学与心理学
1180-4882	精神病学与心理学
0279-1072	精神病学与心理学
0734-2829	精神病学与心理学
0090-6905	精神病学与心理学
0091-6471	精神病学与心理学
0022-3980	精神病学与心理学
0882-2689	精神病学与心理学
0269-8811	神经系统学与行为学
0269-8803	神经系统学与行为学
0279-3695	精神病学与心理学
0734-7332	精神病学与心理学
0167-482X	精神病学与心理学
0022-3999	精神病学与心理学
1053-1858	社会科学总论
0047-2727	经济与商业
0022-4006	社会科学总论
1078-4659	社会科学总论
0197-5897	社会科学总论
1741-3842	社会科学总论
0743-9156	经济与商业
0022-4049	数学
0022-4065	工程学
0748-4518	社会科学总论
0022-4073	化学
0267-8179	地球科学
0449-3060	生物学与生物化学
0236-5731	化学
0952-4746	临床医学
0377-0486	化学
1060-3999	农业科学
0892-1016	植物学与动物学
1002-0721	化学
0895-5638	经济与商业
1079-9893	分子生物学与遗传学
0743-684X	临床医学
1081-597X	临床医学
0022-4146	社会科学总论
0922-680X	经济与商业
1650-1977	临床医学
0748-7711	社会科学总论
0022-4154	社会科学总论
0731-6844	材料科学
0022-4197	社会科学总论
1051-2276	临床医学
0916-8818	植物学与动物学
0264-6838	精神病学与心理学
0165-0378	免疫学
0024-7758	临床医学
1443-458X	计算机科学
0022-4278	社会科学总论
0092-6566	精神病学与心理学
0141-0423	社会科学总论
0022-4308	社会科学总论
1044-677X	工程学
1050-8392	精神病学与心理学
0022-4359	经济与商业
0148-6055	物理学
0315-162X	临床医学
0022-4367	经济与商业
0895-5646	经济与商业
1366-9877	社会科学总论
0890-765X	社会科学总论
0743-0167	社会科学总论
1071-2836	工程学
0022-4375	社会科学总论
1099-6362	材料科学
1094-6136	工程学
1198-9742	社会科学总论
0022-4391	社会科学总论
0022-4405	精神病学与心理学
1440-2440	临床医学
0022-4456	工程学
0885-7474	数学
1385-1101	植物学与动物学
1060-3743	社会科学总论
1527-1404	地球科学
0963-0651	地球科学
1383-4649	地球科学
0887-8250	农业科学
1615-9306	化学
1094-6705	经济与商业
0092-623X	精神病学与心理学
0022-4499	精神病学与心理学
0730-8000	植物学与动物学
0022-4502	工程学
1058-2746	临床医学
0962-1105	神经系统学与行为学
0022-4510	植物学与动物学
0047-2778	经济与商业
0736-7236	精神病学与心理学
0265-4075	社会科学总论
1469-6053	社会科学总论
0022-4529	社会科学总论
0022-4537	社会科学总论
0047-2794	社会科学总论
0022-4545	精神病学与心理学
0148-8376	社会科学总论
1043-7797	社会科学总论
0265-0533	社会科学总论
1360-6441	社会科学总论
1440-7833	社会科学总论
0022-4561	环境科学与生态学
1439-0108	农业科学
0928-0707	材料科学
0199-6231	工程学
0022-4596	化学
1432-8488	化学
0095-9782	化学
0022-460X	工程学
0895-9811	地球科学
0022-4634	社会科学总论
0305-7070	社会科学总论
0022-4650	工程学
0022-4669	社会科学总论
1092-4388	社会科学总论
1079-0268	神经系统学与行为学
1536-0652	神经系统学与行为学
0895-2779	精神病学与心理学
0193-7235	社会科学总论
0888-4773	临床医学
1056-6716	临床医学
0022-4707	临床医学
0264-0414	临床医学
0094-9655	数学
1742-5468	物理学
0022-4715	物理学
0378-3758	数学
0960-0760	生物学与生物化学
0022-474X	植物学与动物学
0309-3247	工程学
0963-8687	计算机科学
0140-2390	社会科学总论
1064-8011	临床医学
1047-8477	生物学与生物化学
0022-4766	化学
0733-9445	工程学
0191-8141	地球科学
0740-5472	社会科学总论
0920-8542	计算机科学
0896-8446	化学
1097-3958	化学
0022-4790	临床医学
0022-4804	临床医学
0733-9453	工程学
1537-209X	植物学与动物学
0747-7171	工程学
0022-4812	数学
1600-5775	物理学
0037-9980	化学
1477-2019	植物学与动物学
0164-1212	计算机科学
1383-7621	计算机科学
0022-4871	社会科学总论
0273-5024	社会科学总论
0892-9912	经济与商业
1357-633X	临床医学
0022-4898	工程学
0090-3973	材料科学
0022-4901	农业科学
0092-0703	经济与商业
0004-5411	计算机科学
0001-4966	物理学
1096-2247	工程学
0890-8567	精神病学与心理学
0190-9622	临床医学
1067-151X	临床医学
1093-6793	精神病学与心理学
0587-2871	植物学与动物学
0002-7820	材料科学
0002-7863	化学
0735-1097	临床医学
0731-5724	生物学与生物化学
1072-7515	临床医学
0002-8177	临床医学
0002-8614	社会科学总论
0002-8711	工程学
0002-9726	材料科学
0894-0347	数学
1067-5027	社会科学总论
8756-971X	植物学与动物学
0003-021X	农业科学
1544-3191	药理学和毒理学
0194-4363	社会科学总论
8750-7315	临床医学
1527-3741	农业科学
0003-0651	精神病学与心理学
0003-1062	农业科学
1044-0305	化学
0361-0470	农业科学
0894-7317	临床医学
1046-6673	临床医学
0162-1459	数学
1093-474X	环境科学与生态学
0021-9142	工程学
0022-4928	地球科学
1549-4950	工程学
1446-7887	数学
0103-5053	化学
1488-2159	临床医学
1882-0743	材料科学
0253-5106	化学
0717-9707	化学
0009-4536	化学
0253-3839	工程学
0886-3520	社会科学总论
0013-4651	化学
1743-9671	工程学
1302-0250	植物学与动物学
0926-9959	临床医学
0955-2219	材料科学
1435-9855	数学
0022-5002	精神病学与心理学
0023-6152	农业科学
