ISSN	CategoryName
2245-0157	经济与商业
1901-2276	精神病学与心理学
1455-0725	社会科学总论
1403-1108	社会科学总论
1300-0667	神经系统学与行为学
0029-1951	社会科学总论
1062-9408	经济与商业
1584-9074	植物学与动物学
0196-3228	社会科学总论
0177-2309	临床医学
0035-9149	社会科学总论
1434-6222	临床医学
0029-4527	数学
0255-965X	植物学与动物学
1817-4078	社会科学总论
1738-5733	工程学
1001-8042	物理学
1451-3994	工程学
2159-3337	生物学与生物化学
1949-1034	分子生物学与遗传学
1004-8979	数学
0394-7394	社会科学总论
1471-5953	社会科学总论
0363-3624	临床医学
1441-0745	临床医学
1320-7881	临床医学
1466-7681	临床医学
2039-439X	临床医学
2322-1488	临床医学
1362-1017	临床医学
0211-6057	临床医学
0212-1611	农业科学
2072-6643	农业科学
2044-4052	临床医学
1446-6368	农业科学
1743-7075	农业科学
0985-0562	农业科学
1475-2891	农业科学
1976-1457	农业科学
0960-8923	临床医学
0029-7704	空间科学
0029-7828	临床医学
0889-8545	临床医学
0029-7844	临床医学
1351-0711	社会科学总论
0962-7480	社会科学总论
0738-0577	临床医学
0964-5691	环境科学与生态学
0090-8320	社会科学总论
1616-7341	地球科学
0029-8018	工程学
1463-5003	地球科学
0029-8077	社会科学总论
1042-8275	地球科学
0078-3234	环境科学与生态学
1730-413X	植物学与动物学
0001-4370	地球科学
0927-3948	临床医学
0375-0183	植物学与动物学
0029-8549	环境科学与生态学
0391-2612	地球科学
0030-1299	环境科学与生态学
0030-1388	地球科学
0342-5622	工程学
0208-189X	地球科学
0305-0483	经济与商业
0030-2228	精神病学与心理学
1536-2310	生物学与生物化学
0950-9232	分子生物学与遗传学
1083-7159	临床医学
0190-535X	临床医学
1021-335X	临床医学
0965-0407	临床医学
0890-9091	临床医学
0030-2414	临床医学
0030-2465	植物学与动物学
1468-4527	计算机科学
0923-7992	经济与商业
1230-1612	物理学
0167-6377	工程学
0030-364X	工程学
0361-7734	临床医学
1060-1872	临床医学
0275-5408	临床医学
0928-6586	临床医学
1381-6810	临床医学
0740-9303	临床医学
0030-3747	临床医学
0941-293X	临床医学
0030-3755	临床医学
0161-6420	临床医学
0078-5466	工程学
0306-8919	工程学
0091-3286	工程学
1068-5200	工程学
0925-3467	材料科学
1340-6000	物理学
0030-3992	工程学
0143-8166	工程学
0030-400X	化学
0030-4018	物理学
1094-4087	物理学
0146-9592	物理学
0030-4026	物理学
0143-2087	工程学
1389-4420	工程学
1055-6788	计算机科学
0233-1934	数学
1230-3402	工程学
1040-5488	临床医学
0171-6468	工程学
1354-523X	临床医学
1368-8375	临床医学
0167-8094	数学
0169-1368	地球科学
1477-0520	生物学与生物化学
1566-1199	物理学
0146-6380	地球科学
1523-7060	化学
0030-4948	化学
1083-6160	化学
1439-6092	植物学与动物学
1086-0266	社会科学总论
1047-7039	经济与商业
0170-8406	经济与商业
0749-5978	经济与商业
0090-2616	经济与商业
1094-4281	经济与商业
1350-5084	经济与商业
0276-7333	化学
0030-5316	植物学与动物学
0169-6149	植物学与动物学
0301-1569	临床医学
0030-5685	植物学与动物学
1347-0558	植物学与动物学
1075-4377	植物学与动物学
0085-4530	临床医学
0030-5898	临床医学
0147-7447	临床医学
0030-6002	临床医学
0030-6053	环境科学与生态学
0030-6126	数学
0030-6185	社会科学总论
0369-7827	社会科学总论
1063-4584	临床医学
0937-941X	临床医学
1615-5548	社会科学总论
0030-6428	社会科学总论
0030-6525	植物学与动物学
1539-4492	临床医学
0030-6665	临床医学
0194-5998	临床医学
1531-7129	临床医学
0030-7270	农业科学
0305-9049	经济与商业
0030-7653	经济与商业
0266-903X	经济与商业
0305-4985	社会科学总论
0209-4541	化学
0030-770X	材料科学
0191-9512	环境科学与生态学
1662-4025	临床医学
1871-403X	临床医学
1467-7881	临床医学
1930-7381	生物学与生物化学
0966-7903	社会科学总论
1738-5261	植物学与动物学
1812-0784	地球科学
0191-8575	社会科学总论
0078-3218	植物学与动物学
1230-6169	工程学
1885-446X	社会科学总论
1542-0124	临床医学
1618-1247	临床医学
1294-4475	工程学
2162-402X	生物学与生物化学
1178-6930	临床医学
2157-9024	生物学与生物化学
1292-3818	临床医学
1792-1074	临床医学
2296-5270	临床医学
1970-5557	临床医学
1949-2553	分子生物学与遗传学
0947-8965	临床医学
0717-1285	社会科学总论
2046-2441	生物学与生物化学
2391-5420	化学
2391-5447	地球科学
0168-2601	社会科学总论
2391-5412	生物学与生物化学
2391-5455	数学
2391-5463	临床医学
2391-5471	物理学
1109-2858	工程学
1936-9735	经济与商业
0934-6694	临床医学
1846-3886	数学
2325-8160	临床医学
2159-3930	材料科学
1573-4277	计算机科学
2334-2536	物理学
1862-4472	数学
1842-6573	材料科学
1232-9274	数学
1602-1622	临床医学
0094-0798	社会科学总论
0911-6028	临床医学
2212-4403	临床医学
1042-3699	临床医学
2203-6156	社会科学总论
2041-3866	精神病学与心理学
1547-6278	分子生物学与遗传学
1750-1172	临床医学
1601-6335	临床医学
0744-6020	临床医学
1877-0568	临床医学
0889-5899	临床医学
0143-6503	社会科学总论
1942-0900	分子生物学与遗传学
0147-8389	临床医学
1026-2881	植物学与动物学
0030-851X	社会科学总论
0030-8730	数学
0951-2748	社会科学总论
0030-8870	植物学与动物学
0894-3214	工程学
0030-9338	临床医学
0030-9230	社会科学总论
0269-5022	临床医学
1526-2375	临床医学
0304-3959	神经系统学与行为学
0552-9034	农业科学
0556-3321	植物学与动物学
0030-9923	植物学与动物学
0253-8318	植物学与动物学
0031-0182	地球科学
0375-0442	地球科学
0375-0299	地球科学
1935-3952	地球科学
0031-0239	地球科学
0883-1351	地球科学
0094-8373	环境科学与生态学
0883-8305	地球科学
0031-0301	地球科学
1342-8144	地球科学
0269-2163	社会科学总论
0191-6122	植物学与动物学
0031-0603	植物学与动物学
0885-3177	临床医学
1424-3903	临床医学
0031-0808	临床医学
1056-8190	社会科学总论
0167-8191	计算机科学
0141-9838	免疫学
1383-5769	微生物学
0932-0113	微生物学
0031-1820	微生物学
1353-8020	神经系统学与行为学
0031-2290	社会科学总论
0934-0866	材料科学
0272-6351	化学
1354-0688	社会科学总论
0031-2746	社会科学总论
0031-2789	精神病学与心理学
1015-2008	生物学与生物化学
0172-8113	临床医学
0369-8114	临床医学
1219-4956	临床医学
1320-5463	临床医学
0344-0338	临床医学
0031-3025	临床医学
0738-3991	社会科学总论
1433-7541	工程学
0167-8655	工程学
0031-3203	工程学
0031-322X	社会科学总论
0887-9672	工程学
0905-6157	免疫学
1093-5266	临床医学
1155-5645	临床医学
0090-4481	临床医学
1545-5009	临床医学
0172-0643	临床医学
0031-3955	临床医学
0164-1263	临床医学
0736-8046	临床医学
1399-543X	临床医学
1174-5878	药理学和毒理学
0749-5161	临床医学
0899-8493	临床医学
0888-0018	临床医学
0891-3668	免疫学
0931-041X	临床医学
0887-8994	神经系统学与行为学
1016-2291	临床医学
8755-6863	临床医学
0301-0449	临床医学
0031-3998	临床医学
0179-0358	临床医学
1397-3142	临床医学
0191-9601	临床医学
1328-8067	临床医学
0031-4005	临床医学
0031-4056	环境科学与生态学
1002-0160	农业科学
0196-9781	生物学与生物化学
0301-0066	精神病学与心理学
0031-5125	精神病学与心理学
0166-5316	计算机科学
0267-6591	临床医学
0324-5853	化学
0031-5362	生物学与生物化学
0906-6713	临床医学
0896-8608	临床医学
1045-6740	地球科学
1350-4126	精神病学与心理学
0191-8869	精神病学与心理学
0146-1672	精神病学与心理学
1088-8683	精神病学与心理学
0031-5826	精神病学与心理学
0048-3486	精神病学与心理学
0031-5850	植物学与动物学
0031-5982	临床医学
1433-8319	环境科学与生态学
0031-5990	精神病学与心理学
1538-6341	社会科学总论
0100-204X	农业科学
0100-736X	植物学与动物学
1526-498X	农业科学
0048-3575	植物学与动物学
0965-5441	化学
1354-0793	地球科学
1091-6466	工程学
0869-5911	地球科学
0177-7726	植物学与动物学
0031-6768	生物学与生物化学
1388-0209	药理学和毒理学
0091-150X	药理学和毒理学
1083-7450	药理学和毒理学
0724-8741	药理学和毒理学
1539-1604	药理学和毒理学
1170-7690	经济与商业
1053-8569	药理学和毒理学
1470-269X	药理学和毒理学
1462-2416	药理学和毒理学
1043-6618	药理学和毒理学
0031-6997	药理学和毒理学
0163-7258	药理学和毒理学
0091-3057	神经系统学与行为学
0031-7012	药理学和毒理学
0176-3679	神经系统学与行为学
0277-0008	药理学和毒理学
1560-2214	社会科学总论
0031-7144	药理学和毒理学
0141-1594	物理学
0031-7217	社会科学总论
0031-7454	农业科学
0950-0839	物理学
1478-6435	材料科学
0951-5089	精神病学与心理学
1364-503X	物理学
0962-8436	生物学与生物化学
0048-3915	社会科学总论
0031-8248	社会科学总论
0048-3931	社会科学总论
0268-3555	临床医学
0031-8388	社会科学总论
1042-6507	化学
1474-905X	生物学与生物化学
0031-8655	生物学与生物化学
0905-4383	临床医学
0099-1112	地球科学
0031-868X	地球科学
1549-5418	临床医学
1387-974X	计算机科学
0731-1230	工程学
0166-8595	植物学与动物学
0300-3604	植物学与动物学
0031-8884	植物学与动物学
1322-0829	植物学与动物学
1519-1397	植物学与动物学
0378-4371	物理学
0921-4526	物理学
0921-4534	物理学
0167-2789	物理学
1386-9477	物理学
0031-8949	物理学
1862-6300	物理学
0370-1972	物理学
0194-2638	临床医学
1478-3967	生物学与生物化学
1463-9076	化学
0272-3646	地球科学
1050-2947	物理学
1098-0121	物理学
0556-2813	物理学
1550-7998	物理学
1539-3755	物理学
0031-9007	物理学
1098-4402	物理学
1466-853X	临床医学
0031-9023	临床医学
0091-3847	临床医学
0031-9104	化学
0342-1791	地球科学
1474-7065	地球科学
0031-9155	分子生物学与遗传学
1422-6944	物理学
0375-9601	物理学
0370-2693	物理学
1063-7788	物理学
1070-6631	物理学
0031-918X	材料科学
1063-7796	物理学
1070-664X	物理学
0031-9201	地球科学
1063-7834	物理学
0370-1573	物理学
0031-9228	物理学
0953-8585	物理学
1063-7869	物理学
0940-6689	临床医学
0031-9317	植物学与动物学
1522-2152	植物学与动物学
0885-5765	植物学与动物学
0307-6962	植物学与动物学
1094-8341	分子生物学与遗传学
0967-3334	生物学与生物化学
0862-8408	生物学与生物化学
0031-9333	生物学与生物化学
0031-9384	神经系统学与行为学
1548-9213	生物学与生物化学
0959-3985	临床医学
0958-0344	植物学与动物学
1568-7767	植物学与动物学
0031-9422	植物学与动物学
0340-269X	植物学与动物学
0944-7113	药理学和毒理学
0079-2047	植物学与动物学
1851-5657	植物学与动物学
0334-2123	植物学与动物学
0031-9465	植物学与动物学
0031-949X	植物学与动物学
0031-9511	植物学与动物学
0951-418X	药理学和毒理学
0143-4004	临床医学
0032-0633	空间科学
0032-0781	植物学与动物学
0032-079X	农业科学
1435-8603	植物学与动物学
1126-3504	植物学与动物学
1467-7644	植物学与动物学
0179-9541	植物学与动物学
0140-7791	植物学与动物学
0721-7714	植物学与动物学
0167-6857	植物学与动物学
1040-4651	植物学与动物学
0191-2917	植物学与动物学
1385-0237	环境科学与生态学
0921-9668	农业科学
0167-6903	植物学与动物学
0960-7412	植物学与动物学
0735-9640	植物学与动物学
0167-4412	植物学与动物学
0032-0862	植物学与动物学
0981-9428	植物学与动物学
0032-0889	植物学与动物学
1343-943X	农业科学
1212-2580	植物学与动物学
0168-9452	植物学与动物学
1214-1178	农业科学
0913-557X	植物学与动物学
0378-2697	植物学与动物学
0032-0943	药理学和毒理学
0032-0935	植物学与动物学
0272-4324	化学
0741-3335	物理学
1063-780X	物理学
1009-0630	物理学
0963-0252	物理学
0147-619X	分子生物学与遗传学
0032-1052	临床医学
1465-8011	材料科学
0953-7104	临床医学
1545-7885	生物学与生物化学
1549-1676	临床医学
1553-734X	生物学与生物化学
1553-7390	分子生物学与遗传学
1935-2735	免疫学
1932-6203	综合交叉学科
1553-7366	微生物学
1934-1482	临床医学
0021-8928	工程学
0304-422X	社会科学总论
0722-4060	环境科学与生态学
0032-2474	环境科学与生态学
0800-0395	环境科学与生态学
1363-951X	社会科学总论
0305-5736	社会科学总论
0032-2687	社会科学总论
0190-292X	社会科学总论
0032-2725	化学
1505-2249	环境科学与生态学
1230-1485	环境科学与生态学
1230-0322	农业科学
1233-9687	临床医学
1505-1773	植物学与动物学
0138-0338	环境科学与生态学
1665-2037	社会科学总论
1047-1987	社会科学总论
0190-9320	社会科学总论
1058-4609	社会科学总论
0962-6298	社会科学总论
0162-895X	精神病学与心理学
0032-3179	社会科学总论
1065-9129	社会科学总论
0032-3195	社会科学总论
0032-3187	社会科学总论
0032-3217	社会科学总论
0090-5917	社会科学总论
0032-3233	经济与商业
0032-3292	社会科学总论
0032-3470	社会科学总论
0032-3497	社会科学总论
1040-6638	化学
0277-5387	化学
0170-0839	化学
0272-8397	材料科学
0141-3910	化学
0032-3888	化学
0959-8103	化学
0032-3896	化学
0965-545X	化学
1560-0904	化学
1811-2382	化学
0142-9418	材料科学
0379-153X	化学
0360-2559	化学
0967-3911	材料科学
1042-7147	化学
0032-3861	化学
0098-7921	社会科学总论
0199-0039	社会科学总论
1438-3896	环境科学与生态学
0167-5923	社会科学总论
0032-4728	社会科学总论
0032-4663	社会科学总论
1531-2542	社会科学总论
1385-1292	数学
1463-1377	经济与商业
1060-586X	社会科学总论
0324-833X	分子生物学与遗传学
0032-5473	临床医学
0032-5481	临床医学
0925-5214	农业科学
0014-3065	农业科学
0926-2601	数学
0032-5791	植物学与动物学
0885-7156	物理学
1068-1302	材料科学
0032-5899	材料科学
0032-5910	化学
0032-5929	工程学
1687-4757	生物学与生物化学
0032-678X	材料科学
0304-4289	物理学
0032-7034	精神病学与心理学
0301-9268	地球科学
1385-2256	农业科学
0141-6359	工程学
0197-3851	临床医学
1082-6068	生物学与生物化学
1054-7460	计算机科学
0032-7786	植物学与动物学
0755-4982	临床医学
1389-4986	社会科学总论
0091-7435	社会科学总论
0167-5877	植物学与动物学
0095-4543	临床医学
0032-8332	植物学与动物学
0032-8855	社会科学总论
0266-8920	工程学
0269-9648	工程学
0178-8051	数学
1075-8216	社会科学总论
0921-4771	社会科学总论
0097-3157	环境科学与生态学
0002-9939	数学
0006-324X	生物学与生物化学
1540-7489	工程学
0013-0915	数学
0013-8797	植物学与动物学
0016-7878	地球科学
0018-9219	工程学
0253-4142	数学
0965-089X	工程学
1353-2618	工程学
1741-7597	工程学
0965-0903	工程学
0965-0911	工程学
0965-092X	工程学
1741-7589	工程学
0957-6509	工程学
0954-4054	工程学
0954-4062	工程学
0954-4070	工程学
0954-4089	工程学
0954-4097	工程学
0954-4100	工程学
0954-4119	工程学
0959-6518	工程学
1350-6501	工程学
1464-4193	工程学
1464-4207	材料科学
0386-2194	数学
0386-2208	综合交叉学科
0370-047X	环境科学与生态学
0024-6115	数学
0369-8203	化学
0027-8424	综合交叉学科
0029-6651	农业科学
1364-5021	物理学
0962-8452	植物学与动物学
0308-2105	数学
0044-0604	地球科学
1359-5113	生物学与生物化学
0957-5820	环境科学与生态学
1066-8527	化学
1059-1478	工程学
0953-7287	工程学
0033-0124	社会科学总论
0735-7028	精神病学与心理学
0033-0337	社会科学总论
0361-7688	计算机科学
1166-7087	临床医学
0376-0421	工程学
1000-3282	生物学与生物化学
0079-6107	生物学与生物化学
0033-0620	临床医学
1005-281X	化学
1468-4349	工程学
0960-8974	化学
0360-1285	工程学
0079-6336	生物学与生物化学
0309-1325	社会科学总论
0079-6379	化学
0163-7827	生物学与生物化学
0079-6425	材料科学
0278-5846	神经系统学与行为学
0301-0082	神经系统学与行为学
0149-1970	工程学
0079-6565	化学
0079-6611	地球科学
0300-9440	材料科学
0146-6410	物理学
1062-7995	工程学
0309-1333	地球科学
0305-9006	社会科学总论
0079-6700	化学
0079-6727	工程学
1468-6783	化学
1350-9462	临床医学
0079-6786	化学
0079-6816	物理学
0721-3115	化学
1098-8823	生物学与生物化学
0952-3278	生物学与生物化学
1365-7852	临床医学
0270-4137	临床医学
0309-3646	临床医学
0929-8665	生物学与生物化学
1741-0126	生物学与生物化学
1046-5928	生物学与生物化学
1572-3887	生物学与生物化学
0961-8368	生物学与生物化学
0887-3585	生物学与生物化学
1615-9853	生物学与生物化学
1434-4610	微生物学
0033-183X	植物学与动物学
0033-2496	化学
1049-0965	社会科学总论
0214-9915	精神病学与心理学
0205-9592	精神病学与心理学
0033-2623	精神病学与心理学
0048-5713	精神病学与心理学
0193-953X	精神病学与心理学
0955-8829	神经系统学与行为学
0033-2720	精神病学与心理学
1095-158X	精神病学与心理学
1075-2730	精神病学与心理学
0079-726X	精神病学与心理学
0303-4259	精神病学与心理学
1323-1316	神经系统学与行为学
0925-4927	神经系统学与行为学
0165-1781	精神病学与心理学
0033-2747	精神病学与心理学
1057-9249	精神病学与心理学
1048-1885	精神病学与心理学
0735-1690	精神病学与心理学
0736-9735	精神病学与心理学
0033-2828	精神病学与心理学
0033-2852	精神病学与心理学
0033-2879	精神病学与心理学
1040-3590	精神病学与心理学
0033-2909	精神病学与心理学
1047-840X	精神病学与心理学
0033-2917	精神病学与心理学
1082-989X	精神病学与心理学
0033-2933	精神病学与心理学
0033-2941	精神病学与心理学
0340-0727	精神病学与心理学
0033-295X	精神病学与心理学
0956-7976	精神病学与心理学
0342-183X	精神病学与心理学
0033-3042	精神病学与心理学
0952-8229	精神病学与心理学
0887-0446	精神病学与心理学
0742-6046	精神病学与心理学
0882-7974	精神病学与心理学
1476-0835	精神病学与心理学
1068-316X	精神病学与心理学
0033-3085	精神病学与心理学
0893-164X	精神病学与心理学
1469-0292	精神病学与心理学
0361-6843	精神病学与心理学
1076-8971	精神病学与心理学
0033-3123	精神病学与心理学
0306-4530	神经系统学与行为学
1069-9384	精神病学与心理学
0254-4962	精神病学与心理学
0033-3158	神经系统学与行为学
0048-5772	精神病学与心理学
0033-3174	精神病学与心理学
0033-3182	精神病学与心理学
0935-6185	精神病学与心理学
0937-2032	精神病学与心理学
0033-3190	精神病学与心理学
1050-3307	精神病学与心理学
0033-3204	精神病学与心理学
0933-4807	生物学与生物化学
0271-2075	社会科学总论
0033-3352	社会科学总论
0033-3298	社会科学总论
0048-5829	社会科学总论
0899-2363	社会科学总论
0737-1209	临床医学
1368-9800	社会科学总论
0033-3549	社会科学总论
0033-3506	社会科学总论
0954-0962	社会科学总论
0033-362X	社会科学总论
0091-0260	经济与商业
0363-8111	社会科学总论
0963-6625	社会科学总论
0214-1493	数学
0033-3883	数学
1323-3580	空间科学
0004-6264	空间科学
0004-6280	空间科学
0034-5318	数学
0048-5950	社会科学总论
1094-5539	临床医学
0316-4004	材料科学
1462-4745	社会科学总论
0033-4545	化学
0033-4553	地球科学
0114-0582	经济与商业
1361-374X	经济与商业
1225-4657	社会科学总论
1348-9151	工程学
1444-5921	经济与商业
0927-538X	经济与商业
1611-2490	农业科学
1526-0542	临床医学
1205-7088	临床医学
2046-9047	临床医学
****-****	社会科学总论
1524-9042	临床医学
1533-3159	神经系统学与行为学
1530-7085	神经系统学与行为学
1203-6765	神经系统学与行为学
1682-024X	临床医学
1011-601X	药理学和毒理学
1012-9367	数学
1867-1594	环境科学与生态学
0031-0220	地球科学
1871-174X	地球科学
1478-9515	社会科学总论
1452-595X	经济与商业
1405-7425	社会科学总论
2056-2799	地球科学
1353-4645	社会科学总论
1756-3305	微生物学
1252-607X	微生物学
1529-5192	精神病学与心理学
2090-8083	临床医学
1743-8977	药理学和毒理学
1674-2001	材料科学
1695-7121	社会科学总论
2049-632X	免疫学
2047-7724	临床医学
1177-889X	临床医学
1178-1653	社会科学总论
0165-0645	社会科学总论
2151-321X	免疫学
2281-8421	临床医学
1529-7535	临床医学
2047-6310	临床医学
0898-5669	临床医学
2036-749X	临床医学
1546-0096	临床医学
1875-9572	临床医学
1936-6442	计算机科学
2167-8359	综合交叉学科
0259-2312	社会科学总论
0188-7653	社会科学总论
0031-5303	数学
0553-6626	工程学
0369-8963	地球科学
1617-4909	计算机科学
1949-2715	精神病学与心理学
1932-8621	精神病学与心理学
1741-0541	临床医学
1757-9139	社会科学总论
1537-5927	社会科学总论
1745-6916	精神病学与心理学
1574-1192	计算机科学
1000-0747	地球科学
1672-5107	地球科学
1529-9074	地球科学
1012-5302	临床医学
1744-6872	药理学和毒理学
0973-1296	药理学和毒理学
1734-1140	药理学和毒理学
0115-463X	农业科学
0115-4451	社会科学总论
0031-8019	社会科学总论
0952-6757	社会科学总论
2213-5979	物理学
1572-1000	临床医学
1432-8364	地球科学
1674-9251	物理学
****-****	物理学
1569-4410	物理学
1120-1797	临床医学
1862-6254	物理学
2322-5521	化学
1740-8989	社会科学总论
1047-9651	临床医学
1029-9599	材料科学
2331-7019	物理学
1554-9178	物理学
2160-3308	物理学
1083-3196	社会科学总论
1643-1049	地球科学
1753-3562	材料科学
1571-0645	生物学与生物化学
1541-308X	物理学
2212-6864	空间科学
0300-0508	临床医学
1358-2267	社会科学总论
0031-9406	临床医学
1314-2011	植物学与动物学
1874-3900	植物学与动物学
1179-3155	植物学与动物学
0369-9420	材料科学
1755-1471	分子生物学与遗传学
1386-341X	临床医学
0266-5433	社会科学总论
1473-0952	社会科学总论
1863-5466	植物学与动物学
1342-4580	植物学与动物学
1755-0874	植物学与动物学
2032-3913	植物学与动物学
1479-2621	植物学与动物学
1940-3372	植物学与动物学
1746-4811	植物学与动物学
1598-2254	植物学与动物学
2194-7953	植物学与动物学
1559-2316	植物学与动物学
0100-8358	植物学与动物学
1612-8850	化学
1557-1955	化学
1195-2199	临床医学
2200-6133	临床医学
2316-932X	社会科学总论
1873-9652	环境科学与生态学
1081-6976	社会科学总论
1561-4263	社会科学总论
1098-6111	社会科学总论
1043-9463	社会科学总论
1478-2103	社会科学总论
0144-2872	社会科学总论
1449-4035	社会科学总论
0104-1428	化学
1509-8117	化学
1733-1331	微生物学
1233-2585	工程学
1231-1413	社会科学总论
1478-9299	社会科学总论
1743-923X	社会科学总论
1470-594X	社会科学总论
1755-0483	社会科学总论
0263-3957	社会科学总论
0258-9346	社会科学总论
0295-2319	社会科学总论
0032-3772	临床医学
1759-9954	化学
1558-3724	化学
2073-4360	化学
1942-7891	临床医学
1478-7954	社会科学总论
1544-8444	社会科学总论
1697-7467	社会科学总论
0032-5155	数学
1617-982X	经济与商业
1476-413X	社会科学总论
1368-8790	社会科学总论
1642-395X	临床医学
0032-5449	临床医学
0079-4252	微生物学
1734-9338	临床医学
2040-5960	社会科学总论
1897-7499	社会科学总论
0079-4848	社会科学总论
0929-0907	社会科学总论
1878-9714	社会科学总论
1018-2101	社会科学总论
1210-0455	经济与商业
1269-1763	精神病学与心理学
2210-7789	临床医学
1090-3127	临床医学
1049-023X	临床医学
1545-1151	社会科学总论
1751-9918	临床医学
1933-6896	生物学与生物化学
0208-4147	数学
1867-1306	微生物学
0032-9460	计算机科学
1895-6912	社会科学总论
1736-6046	综合交叉学科
1751-4223	工程学
1478-4629	工程学
1475-0902	工程学
1748-006X	工程学
1754-3371	工程学
1454-9069	数学
0081-5438	数学
2227-9717	工程学
1386-6710	社会科学总论
2194-0509	材料科学
0079-6123	神经系统学与行为学
1557-0541	社会科学总论
1464-9934	社会科学总论
1559-8985	工程学
1877-1173	生物学与生物化学
1002-0071	材料科学
1129-8723	农业科学
0079-6638	物理学
2196-1042	临床医学
1477-7606	材料科学
1526-9248	临床医学
0079-6263	临床医学
2050-3911	物理学
8756-9728	经济与商业
0353-5320	工程学
1311-9109	农业科学
2070-2051	材料科学
1674-800X	生物学与生物化学
1477-5956	生物学与生物化学
1862-8346	生物学与生物化学
0102-7972	精神病学与心理学
0211-2159	精神病学与心理学
0048-5705	精神病学与心理学
0353-5053	精神病学与心理学
0033-2674	精神病学与心理学
1738-3684	精神病学与心理学
1321-8719	精神病学与心理学
1778-3798	精神病学与心理学
1460-8235	社会科学总论
0079-7308	精神病学与心理学
1346-3500	精神病学与心理学
1529-1006	精神病学与心理学
1541-1559	精神病学与心理学
1942-9681	精神病学与心理学
0033-2984	精神病学与心理学
1941-9899	精神病学与心理学
1354-8506	精神病学与心理学
1931-3896	精神病学与心理学
0079-7421	精神病学与心理学
1524-9220	精神病学与心理学
0305-7356	精神病学与心理学
1941-1022	精神病学与心理学
2152-0828	精神病学与心理学
2211-1522	精神病学与心理学
1752-2439	精神病学与心理学
1754-9973	临床医学
1662-4246	社会科学总论
1471-9037	经济与商业
1530-9576	社会科学总论
0073-8301	数学
0350-1302	数学
0738-0658	社会科学总论
1558-8599	数学
1573-9538	生物学与生物化学
1012-2346	社会科学总论
2327-1574	社会科学总论
1460-2725	临床医学
1570-7156	经济与商业
1049-7323	社会科学总论
1077-8004	社会科学总论
0033-5177	社会科学总论
0748-8017	工程学
0962-9343	社会科学总论
1469-7688	经济与商业
1063-7818	物理学
1533-7146	物理学
0033-5533	经济与商业
1470-9236	工程学
1747-0218	精神病学与心理学
0033-5606	数学
0033-5614	工程学
1824-4785	临床医学
0033-5630	社会科学总论
0035-9009	地球科学
0033-569X	数学
0033-5770	生物学与生物化学
0033-5835	生物学与生物化学
1142-2904	地球科学
1040-6182	地球科学
0033-5894	地球科学
0277-3791	地球科学
0316-778X	社会科学总论
0033-6297	社会科学总论
0257-0130	工程学
0100-4042	化学
0033-6572	临床医学
1807-8389	社会科学总论
0137-477X	社会科学总论
1607-3606	数学
1352-2752	经济与商业
2160-3715	社会科学总论
****-****	社会科学总论
1478-0887	精神病学与心理学
1468-7941	社会科学总论
1473-3250	社会科学总论
0162-0436	社会科学总论
1575-5460	数学
1757-8361	农业科学
0898-2112	工程学
1063-8628	社会科学总论
1684-3703	工程学
1759-7323	经济与商业
1768-6733	物理学
1570-0755	物理学
1554-0626	社会科学总论
1871-1014	地球科学
2045-9807	社会科学总论
1321-8166	社会科学总论
0033-6807	经济与商业
2073-4859	数学
0746-9179	工程学
0306-3968	社会科学总论
0301-634X	生物学与生物化学
1350-4487	物理学
0969-806X	物理学
0144-8420	临床医学
0033-7587	生物学与生物化学
0300-211X	社会科学总论
0048-6604	地球科学
0033-8222	地球科学
0033-8230	化学
0271-5333	临床医学
0033-832X	临床医学
0033-8389	临床医学
0033-8419	临床医学
0033-8451	临床医学
0167-8140	临床医学
0034-7590	经济与商业
0217-2445	植物学与动物学
0399-0559	工程学
0988-3754	计算机科学
1382-4090	数学
0741-6261	经济与商业
1042-9832	数学
1036-9872	环境科学与生态学
0951-4198	化学
1355-2546	工程学
1002-185X	材料科学
1001-0521	材料科学
1043-4631	社会科学总论
1806-4892	经济与商业
1981-9927	生物学与生物化学
1381-5148	化学
0922-4777	社会科学总论
0034-0553	社会科学总论
0034-0561	社会科学总论
1080-8620	经济与商业
0922-6443	计算机科学
0067-1975	植物学与动物学
0370-4327	植物学与动物学
2014-3621	社会科学总论
1351-0002	生物学与生物化学
1094-9054	社会科学总论
1083-4877	材料科学
1098-7339	临床医学
0166-0462	社会科学总论
0034-3404	社会科学总论
1560-3547	数学
0273-2300	药理学和毒理学
0034-3552	社会科学总论
0090-5550	精神病学与心理学
0034-3536	社会科学总论
1549-1684	临床医学
0034-379X	经济与商业
0951-8320	工程学
0741-9325	社会科学总论
0034-4257	地球科学
0886-022X	临床医学
0041-8994	数学
2037-4631	物理学
1364-0321	工程学
1742-1705	农业科学
0960-1481	工程学
0034-4877	物理学
0034-4885	物理学
0734-6018	社会科学总论
1031-3613	植物学与动物学
0936-6768	农业科学
1470-1626	分子生物学与遗传学
1472-6483	临床医学
0968-8080	社会科学总论
0890-6238	药理学和毒理学
0947-3602	计算机科学
1540-7969	社会科学总论
0958-2029	社会科学总论
0891-4222	社会科学总论
0934-9839	工程学
0361-0365	社会科学总论
0923-2508	微生物学
0934-9847	材料科学
0160-6891	临床医学
0157-244X	社会科学总论
0034-527X	社会科学总论
0034-5288	植物学与动物学
0164-0275	社会科学总论
0922-6168	化学
0835-1813	社会科学总论
